MLS#,Original List Price,Rented Price,Price Change,Percentage Change,SF,Price/SF,List Date,Rented Date,Calculated DOM,Year Built,Pool,Waterfront,Pets Allowed,GAR,Last List Price,Available Date,Last Status Change Date,System DOM,City Name,State,Zip Code,Subdivision Name,BE,BA
A11286962,"$4,750 ","$4,500 ",$250 ,5.26%,"1,142",3.94,10/11/2022,01/13/2023,94,2008,Yes,No,Yes,1,"$4,500 ",10/11/2022,01/13/2023,94,Miami,FL,33137,FOUR MIDTOWN MIAMI CONDO,2,2
A11270167,"$4,200 ","$4,000 ",$200 ,4.76%,"1,262",3.17,09/07/2022,01/13/2023,128,2008,Yes,No,Yes,1,"$4,200 ",09/07/2022,01/13/2023,111,Miami,FL,33137,FOUR MIDTOWN MIAMI CONDO,2,2
A11308130,"$4,800 ","$4,200 ",$600 ,12.50%,"1,084",3.87,11/28/2022,01/10/2023,43,2018,Yes,No,Yes,1,"$4,650 ",11/28/2022,02/21/2023,26,Miami,FL,33137,Paraiso Bay View,2,2
A11281930,"$3,900 ","$3,600 ",$300 ,7.69%,"1,144",3.15,09/29/2022,01/09/2023,102,2007,Yes,Yes,No,1,"$3,600 ",11/15/2022,01/17/2023,103,Miami,FL,33132,1800 CLUB CONDO,2,2
A11282069,"$3,000 ","$2,500 ",$500 ,16.67%,824,3.03,09/29/2022,01/09/2023,102,2007,No,No,No,0,"$2,600 ",10/01/2022,01/11/2023,78,Miami,FL,33145,EMERALD PLAZA ON CORAL WA,2,2
A11304404,"$4,200 ","$3,900 ",$300 ,7.14%,"1,234",3.16,11/16/2022,01/09/2023,54,2007,No,Yes,Yes,1,"$4,200 ",12/12/2022,01/09/2023,34,Miami,FL,33137,STAR LOFTS ON THE BAY CON,2,2
A11284664,"$4,500 ","$3,650 ",$850 ,18.89%,962,3.79,10/05/2022,01/06/2023,93,2016,Yes,No,Yes,1,"$3,800 ",10/08/2022,01/09/2023,96,Miami,FL,33129,LE PARC AT BRICKELL CONDO,2,2
A11276346,"$4,300 ","$3,800 ",$500 ,11.63%,962,3.95,10/05/2022,01/03/2023,90,2016,Yes,No,Yes,1,"$3,900 ",10/06/2022,01/09/2023,69,Miami,FL,33130,SLS Brickell,2,2
A11291801,"$4,200 ","$4,000 ",$200 ,4.76%,"1,105",3.62,10/21/2022,01/01/2023,72,2005,No,No,Yes,1,"$4,000 ",11/01/2022,02/01/2023,103,Miami,FL,33131,ONE MIAMI EAST CONDO,2,2
A11296839,"$2,500 ","$2,500 ",$0 ,0.00%,849,2.94,11/01/2022,01/01/2023,61,2007,Yes,No,Yes,2,"$2,500 ",11/01/2022,01/06/2023,49,Miami,FL,33128,SAN LORENZO CONDO,2,2
A11287985,"$4,000 ","$3,600 ",$400 ,10.00%,"1,012",3.56,10/12/2022,01/01/2023,81,2008,Yes,No,Yes,2,"$3,600 ",10/20/2022,01/27/2023,59,Miami,FL,33130,THE AXIS ON BRICKELL II C,2,2
A11283235,"$3,500 ","$3,300 ",$200 ,5.71%,"1,041",3.17,10/03/2022,01/01/2023,90,2007,Yes,No,Yes,1,"$3,300 ",11/30/2022,01/12/2023,63,Miami,FL,33132,THE LOFT DOWNTOWN II COND,2,2
A11314618,"$3,700 ","$3,500 ",$200 ,5.41%,"1,048",3.34,12/12/2022,01/01/2023,20,2008,Yes,Yes,No,1,"$3,700 ",12/12/2022,01/05/2023,7,Miami,FL,33130,WIND CONDO,2,2
A11282019,"$3,990 ","$3,825 ",$165 ,4.14%,"1,145",3.34,10/03/2022,12/30/2022,88,2005,Yes,Yes,No,1,"$3,800 ",10/03/2022,12/30/2022,88,Miami,FL,33131,ONE MIAMI WEST CONDO,2,2
A11291201,"$4,800 ","$4,000 ",$800 ,16.67%,"1,120",3.57,10/20/2022,12/29/2022,70,2008,Yes,No,No,1,"$4,150 ",10/24/2022,12/29/2022,68,Miami,FL,33131,THE PLAZA 901 BRICKELL CO,2,2
A11277393,"$4,600 ","$3,950 ",$650 ,14.13%,"1,222",3.23,09/23/2022,12/27/2022,95,2007,No,Yes,Yes,1,"$4,200 ",10/01/2022,12/27/2022,82,Miami,FL,33132,1800 CLUB CONDO,2,2
A11292317,"$3,950 ","$3,200 ",$750 ,18.99%,"1,006",3.18,10/22/2022,12/27/2022,66,2008,Yes,No,Yes,1,"$3,500 ",01/01/2023,12/27/2022,66,Miami,FL,33132,VIZCAYNE NORTH CONDO,2,2
A11291987,"$4,500 ","$4,000 ",$500 ,11.11%,868,4.61,10/21/2022,12/24/2022,64,2016,Yes,No,Yes,1,"$4,399 ",11/03/2022,12/27/2022,46,Miami,FL,33130,1300 S MIAMI AVENUE CONDO,2,2
A11291177,"$4,300 ","$4,250 ",$50 ,1.16%,"1,307",3.25,10/22/2022,12/22/2022,61,2007,Yes,Yes,No,1,"$4,250 ",12/05/2022,12/22/2022,58,Miami,FL,33132,1800 CLUB CONDO,2,2
A11297960,"$4,000 ","$4,000 ",$0 ,0.00%,"1,121",3.57,11/02/2022,12/22/2022,50,2010,Yes,No,Yes,1,"$4,000 ",12/05/2022,01/03/2023,43,Miami,FL,33130,MINT CONDO,2,2
A11296826,"$4,200 ","$4,000 ",$200 ,4.76%,"1,104",3.62,11/01/2022,12/22/2022,51,2008,Yes,No,Yes,1,"$4,200 ",12/20/2022,01/02/2023,62,Miami,FL,33130,THE AXIS ON BRICKELL COND,2,2
A11271820,"$4,300 ","$3,900 ",$400 ,9.30%,"1,142",3.42,09/12/2022,12/19/2022,98,2008,No,No,Yes,1,"$3,950 ",11/07/2022,12/19/2022,89,Miami,FL,33137,FOUR MIDTOWN MIAMI CONDO,2,2
A11290452,"$3,800 ","$3,700 ",$100 ,2.63%,"1,105",3.35,10/18/2022,12/19/2022,62,2005,Yes,Yes,Yes,1,"$3,800 ",12/01/2022,12/19/2022,45,Miami,FL,33131,ONE MIAMI WEST CONDO,2,2
A11199421,"$4,250 ","$3,500 ",$750 ,17.65%,"1,256",2.79,05/01/2022,12/18/2022,231,2007,Yes,No,No,1,"$3,800 ",05/01/2022,12/19/2022,225,Miami,FL,33132,50 BISCAYNE CONDO,2,2
A11312850,"$3,900 ","$3,900 ",$0 ,0.00%,"1,096",3.56,12/07/2022,12/16/2022,9,2015,Yes,No,No,1,"$3,900 ",12/07/2022,12/19/2022,8,Miami,FL,33130,NINE AT MARY BRICKELL VIL,2,2
A11288040,"$3,650 ","$3,500 ",$150 ,4.11%,"1,058",3.31,10/15/2022,12/16/2022,62,2008,Yes,Yes,No,1,"$3,600 ",12/05/2022,12/17/2022,45,Miami,FL,33132,VIZCAYNE NORTH CONDO,2,2
A11295864,"$4,499 ","$4,200 ",$299 ,6.65%,"1,197",3.51,10/31/2021,12/15/2022,410,2008,Yes,No,Yes,1,"$4,399 ",11/01/2022,12/16/2022,379,Miami,FL,33131,500 BRICKELL EAST CONDO,2,2
A11289526,"$4,700 ","$4,500 ",$200 ,4.26%,"1,334",3.37,11/01/2022,12/15/2022,44,2016,Yes,No,Yes,1,"$4,500 ",10/24/2022,01/09/2023,41,Miami,FL,33130,SLS BRICKELL,2,2
A11297036,"$3,500 ","$3,300 ",$200 ,5.71%,930,3.55,11/02/2022,12/12/2022,40,2010,Yes,Yes,No,1,"$3,500 ",12/05/2022,12/12/2022,15,Miami,FL,33130,MINT CONDO,2,2
A11245113,"$5,500 ","$4,500 ","$1,000 ",18.18%,"1,494",3.01,07/21/2022,12/12/2022,144,2015,Yes,No,Yes,0,"$4,800 ",07/31/2022,12/12/2022,123,Miami,FL,33130,NINE AT MARY BRICKELL,2,2
A11295055,"$4,200 ","$4,000 ",$200 ,4.76%,"1,267",3.16,10/28/2022,12/10/2022,43,2006,Yes,Yes,Yes,1,"$4,200 ",12/20/2022,12/15/2022,12,Miami,FL,33131,BRICKELL ON THE RIVER S T,2,2
A11275882,"$4,550 ","$4,000 ",$550 ,12.09%,"1,384",2.89,09/20/2022,12/10/2022,81,2015,Yes,No,Yes,2,"$4,550 ",11/01/2022,12/10/2022,81,Miami,FL,33130,NINE AT MARY BRICKELL VIL,2,2
A11288625,"$4,000 ","$3,650 ",$350 ,8.75%,"1,024",3.56,10/14/2022,12/09/2022,56,2008,Yes,No,Yes,1,"$3,800 ",11/01/2022,01/06/2023,47,Miami,FL,33130,AXIS ON BRICKELL,2,2
A11290131,"$3,200 ","$3,200 ",$0 ,0.00%,821,3.9,10/24/2022,12/09/2022,46,2007,Yes,No,No,2,"$3,200 ",12/01/2022,12/09/2022,46,Miami,FL,33129,BRICKELL VIEW WEST CONDO,2,2
A11310062,"$3,400 ","$3,400 ",$0 ,0.00%,"1,036",3.28,11/29/2022,12/08/2022,9,2007,Yes,No,Yes,1,"$3,400 ",12/01/2022,12/11/2022,7,Miami,FL,33132,THE LOFT DOWNTOWN II COND,2,2
A11289092,"$3,700 ","$3,100 ",$600 ,16.22%,"1,153",2.69,10/15/2022,12/08/2022,54,2007,No,No,Yes,0,"$3,000 ",10/15/2022,12/08/2022,54,Miami,FL,33132,THE LOFT DOWNTOWN II COND,2,2
A11292547,"$3,800 ","$3,800 ",$0 ,0.00%,"1,075",3.53,10/23/2022,12/08/2022,46,2008,Yes,Yes,Yes,1,"$3,800 ",10/23/2022,12/22/2022,60,Miami,FL,33130,WIND CONDO,2,2
A11273406,"$4,700 ","$4,400 ",$300 ,6.38%,"1,053",4.18,09/15/2022,12/07/2022,83,2017,Yes,No,Yes,1,"$4,500 ",09/15/2022,12/07/2022,63,Miami,FL,33130,BRICKELL HEIGHTS II,2,2
A11288917,"$4,500 ","$4,250 ",$250 ,5.56%,"1,441",2.95,10/14/2022,12/06/2022,53,2006,Yes,Yes,Yes,1,"$4,250 ",11/15/2022,12/06/2022,39,Miami,FL,33131,BRICKELL ON THE RIVER S T,2,2
A11301570,"$4,100 ","$4,000 ",$100 ,2.44%,"1,110",3.6,11/10/2022,12/06/2022,26,2018,Yes,No,Yes,2,"$4,100 ",11/15/2022,12/06/2022,8,Miami,FL,33132,CANVAS CONDO,2,2
A11294857,"$3,900 ","$3,500 ",$400 ,10.26%,"1,105",3.17,10/27/2022,12/05/2022,39,2005,Yes,Yes,Yes,1,"$3,700 ",10/27/2022,12/22/2022,39,Miami,FL,33131,ONE MIAMI WEST CONDO,2,2
A11251152,"$4,000 ","$3,500 ",$500 ,12.50%,"1,036",3.38,08/02/2022,12/02/2022,122,2008,Yes,No,Yes,1,"$3,500 ",09/15/2022,12/02/2022,83,Miami,FL,33137,CITY 24 CONDO,2,2
F10340494,"$4,250 ","$3,400 ",$850 ,20.00%,930,3.66,07/18/2022,12/02/2022,137,2010,No,No,No,0,"$3,400 ",08/15/2022,12/05/2022,113,Miami,FL,33130,Mint Condo,2,2
A11253032,"$5,000 ","$4,400 ",$600 ,12.00%,"1,101",4,08/17/2022,12/02/2022,107,2008,Yes,No,Yes,1,"$4,500 ",10/05/2022,12/02/2022,103,Miami,FL,33131,THE PLAZA 851 BRICKELL CO,2,2
A11290395,"$4,500 ","$4,400 ",$100 ,2.22%,"1,165",3.78,10/18/2022,12/01/2022,44,2015,Yes,Yes,Yes,1,"$4,400 ",10/18/2022,12/06/2022,23,Miami,FL,33131,1100 MILLECENTO RESIDENCE,2,2
A11274335,"$3,300 ","$2,900 ",$400 ,12.12%,953,3.04,09/16/2022,12/01/2022,76,2012,Yes,Yes,Yes,1,"$3,000 ",09/16/2022,12/06/2022,62,Miami,FL,33137,23 BISCAYNE BAY CONDO,2,2
A11229279,"$4,250 ","$3,650 ",$600 ,14.12%,"1,106",3.3,06/27/2022,12/01/2022,157,2008,Yes,No,No,2,"$3,650 ",08/04/2022,12/01/2022,123,Miami,FL,33130,AXIS,2,2
A11284400,"$4,200 ","$4,300 ",($100),-2.38%,924,4.65,10/01/2022,12/01/2022,61,2017,Yes,No,No,1,"$4,200 ",10/15/2022,12/07/2022,24,Miami,FL,33130,BRICKELL HEIGHTS EAST CON,2,2
A11244944,"$5,000 ","$4,500 ",$500 ,10.00%,"1,053",4.27,07/21/2022,12/01/2022,133,2017,Yes,No,Yes,1,"$4,600 ",08/01/2022,12/01/2022,123,Miami,FL,33130,BRICKELL HEIGHTS WEST CON,2,2
A11260332,"$4,400 ","$3,850 ",$550 ,12.50%,"1,110",3.47,08/16/2022,12/01/2022,107,2006,Yes,Yes,Yes,1,"$4,000 ",08/23/2022,12/01/2022,82,Miami,FL,33131,BRICKELL ON THE RIVER N T,2,2
A11294862,"$2,700 ","$2,650 ",$50 ,1.85%,"1,040",2.55,10/27/2022,12/01/2022,35,2007,Yes,No,No,2,"$2,700 ",10/27/2022,12/01/2022,13,Miami,FL,33145,CORAL POINTE CONDO,2,2
F10350484,"$4,150 ","$4,100 ",$50 ,1.20%,"1,262",3.25,09/29/2022,12/01/2022,63,2008,No,No,Yes,1,"$4,150 ",10/15/2022,05/30/2023,25,Miami,FL,33137,Four Midtown Miami Condo,2,2
A11301773,"$2,900 ","$2,500 ",$400 ,13.79%,989,2.53,11/10/2022,12/01/2022,21,2006,Yes,No,No,1,"$2,700 ",11/11/2022,12/06/2022,26,Miami,FL,33155,GABLES COURT CONDO,2,2
A11299186,"$3,800 ","$3,700 ",$100 ,2.63%,912,4.06,11/06/2022,12/01/2022,25,2016,Yes,No,Yes,2,"$3,800 ",11/07/2022,12/01/2022,3,Miami,FL,33129,LE PARC AT BRICKELL CONDO,2,2
A11302077,"$3,800 ","$3,800 ",$0 ,0.00%,"1,004",3.78,11/11/2022,12/01/2022,20,2018,Yes,No,Yes,1,"$3,800 ",11/12/2022,12/15/2022,4,Miami,FL,33137,PARAISO BAYVIEWS CONDO,2,2
A11276902,"$3,800 ","$3,600 ",$200 ,5.26%,"1,007",3.57,09/22/2022,12/01/2022,70,2006,Yes,No,No,2,"$3,700 ",09/22/2022,12/08/2022,46,Miami,FL,33137,PLATINUM CONDO,2,2
A11296269,"$3,950 ","$3,600 ",$350 ,8.86%,"1,145",3.14,11/04/2022,12/01/2022,27,2006,Yes,No,Yes,1,"$3,950 ",12/01/2022,12/23/2022,14,Miami,FL,33131,SOLARIS AT BRICKELL BAY C,2,2
A11238390,"$3,200 ","$3,000 ",$200 ,6.25%,"1,087",2.76,07/18/2022,12/01/2022,136,2010,Yes,No,Yes,1,"$2,990 ",07/11/2022,12/16/2022,140,Miami,FL,33125,TERRAZAS RIVERPARK VILLAG,2,2
A11277490,"$3,000 ","$2,800 ",$200 ,6.67%,967,2.9,09/23/2022,12/01/2022,69,2010,No,No,Yes,1,"$2,800 ",11/01/2022,12/19/2022,87,Miami,FL,33125,TERRAZAS RIVERPARK VILLAG,2,2
A11290951,"$3,500 ","$3,500 ",$0 ,0.00%,"1,036",3.38,11/01/2022,12/01/2022,30,2007,Yes,No,Yes,0,"$3,500 ",11/18/2022,12/23/2022,9,Miami,FL,33132,THE LOFT DOWNTOWN II COND,2,2
A11277980,"$3,800 ","$3,300 ",$500 ,13.16%,"1,036",3.19,09/25/2022,12/01/2022,67,2007,Yes,No,Yes,0,"$3,350 ",09/25/2022,12/01/2022,45,Miami,FL,33132,THE LOFT DOWNTOWN II COND,2,2
A11294613,"$4,000 ","$4,000 ",$0 ,0.00%,"1,101",3.63,10/27/2022,12/01/2022,35,2008,Yes,No,No,1,"$4,000 ",10/27/2022,12/14/2022,9,Miami,FL,33131,THE PLAZA 851 BRICKELL CO,2,2
A11269418,"$4,500 ","$4,000 ",$500 ,11.11%,986,4.06,09/04/2022,12/01/2022,88,2008,Yes,No,No,1,"$4,000 ",09/07/2022,12/14/2022,66,Miami,FL,33131,THE PLAZA 851 BRICKELL CO,2,2
A11284827,"$2,750 ","$2,600 ",$150 ,5.45%,982,2.65,10/07/2022,11/30/2022,54,2007,Yes,No,Yes,2,"$2,750 ",10/06/2022,11/30/2022,38,Miami,FL,33128,HAVANA LOFTS CONDO,2,2
A11286058,"$3,750 ","$3,650 ",$100 ,2.67%,"1,256",2.91,10/11/2022,11/28/2022,48,2007,Yes,Yes,No,1,"$3,650 ",10/12/2022,12/13/2022,27,Miami,FL,33132,50 BISCAYNE CONDO,2,2
A11283835,"$3,500 ","$3,500 ",$0 ,0.00%,"1,038",3.37,10/04/2022,11/28/2022,55,2018,Yes,Yes,No,0,"$3,500 ",11/01/2022,11/28/2022,18,Miami,FL,33132,Aria on the Bay,2,2
A11285312,"$4,400 ","$4,200 ",$200 ,4.55%,788,5.33,10/07/2022,11/28/2022,52,2017,Yes,No,No,1,"$4,250 ",10/07/2022,11/29/2022,53,Miami,FL,33130,BRICKELL HEIGHTS WEST CON,2,2
A11283345,"$4,250 ","$3,800 ",$450 ,10.59%,964,3.94,10/03/2022,11/28/2022,56,2007,Yes,No,Yes,1,"$3,875 ",10/03/2022,11/28/2022,56,Miami,FL,33137,TWO MIDTOWN MIAMI CONDO,2,2
A11286246,"$3,800 ","$3,800 ",$0 ,0.00%,"1,145",3.32,10/30/2022,11/26/2022,27,2005,Yes,Yes,No,1,"$3,800 ",10/20/2022,11/30/2022,15,Miami,FL,33131,ONE MIAMI EAST CONDO,2,2
A11257464,"$3,250 ","$2,750 ",$500 ,15.38%,"1,234",2.23,08/16/2022,11/25/2022,101,2007,Yes,No,Yes,0,"$2,750 ",10/17/2022,11/28/2022,71,Miami,FL,33179,SKYLOFTS CONDO,2,2
A11281146,"$4,600 ","$4,000 ",$600 ,13.04%,"1,402",2.85,09/28/2022,11/23/2022,56,2006,Yes,No,Yes,1,"$4,200 ",11/07/2022,12/23/2022,41,Miami,FL,33131,BRICKELL ON THE RIVER S T,2,2
A11290283,"$3,400 ","$3,400 ",$0 ,0.00%,"1,242",2.74,10/18/2022,11/23/2022,36,2007,Yes,No,No,2,"$3,400 ",11/01/2022,11/23/2022,10,Miami,FL,33145,GABLES MARQUIS CONDO,2,2
A11204541,"$4,200 ","$3,650 ",$550 ,13.10%,921,3.96,05/14/2022,11/22/2022,192,2015,Yes,No,No,1,"$3,650 ",05/16/2022,11/22/2022,185,Miami,FL,33130,1100 MILLECENTO RESIDENCE,2,2
A11292459,"$3,200 ","$3,300 ",($100),-3.13%,846,3.9,10/21/2022,11/22/2022,32,2007,Yes,No,No,2,"$3,200 ",12/01/2022,12/01/2022,15,Miami,FL,33129,BRICKELL VIEW WEST CONDO,2,2
A11249807,"$3,500 ","$3,500 ",$0 ,0.00%,"1,169",2.99,08/01/2022,11/21/2022,112,2005,Yes,Yes,No,1,"$3,500 ",08/15/2022,12/01/2022,62,Miami,FL,33131,ONE MIAMI EAST CONDO,2,2
A11274760,"$4,040 ","$3,900 ",$140 ,3.47%,944,4.13,09/18/2022,11/21/2022,64,2018,Yes,No,No,1,"$3,900 ",11/01/2022,11/21/2022,64,Miami,FL,33137,PARAISO BAYVIEWS,2,2
A11289373,"$3,550 ","$3,400 ",$150 ,4.23%,929,3.66,10/17/2022,11/21/2022,35,2008,Yes,No,Yes,1,"$3,500 ",10/17/2022,11/22/2022,23,Miami,FL,33132,VIZCAYNE SOUTH CONDO,2,2
A11274139,"$4,500 ","$4,000 ",$500 ,11.11%,"1,363",2.93,09/16/2022,11/18/2022,63,2008,Yes,Yes,No,1,"$4,300 ",09/29/2022,11/18/2022,49,Miami,FL,33132,Vizcayne,2,2
A11268502,"$4,000 ","$3,450 ",$550 ,13.75%,"1,017",3.39,09/06/2022,11/17/2022,72,2008,Yes,No,No,1,"$3,575 ",09/19/2022,11/30/2022,63,Miami,FL,33131,MET 1,2,2
F10330466,"$4,450 ","$3,800 ",$650 ,14.61%,910,4.18,05/11/2022,11/16/2022,189,2015,Yes,No,No,0,"$3,800 ",05/11/2022,11/16/2022,177,Miami,FL,33130,1100 Millecento Residence,2,2
A11281730,"$4,500 ","$4,000 ",$500 ,11.11%,"1,200",3.33,09/29/2022,11/15/2022,47,2008,No,No,No,1,"$4,150 ",09/29/2022,11/16/2022,15,Miami,FL,33131,500 BRICKELL WEST CONDO,2,2
A11273005,"$4,350 ","$4,099 ",$251 ,5.77%,"1,267",3.24,09/14/2022,11/15/2022,62,2006,Yes,No,No,1,"$4,099 ",10/24/2022,11/21/2022,26,Miami,FL,33131,BRICKELL ON THE RIVER S T,2,2
A11283569,"$3,050 ","$2,950 ",$100 ,3.28%,854,3.45,10/04/2022,11/15/2022,42,2008,Yes,No,Yes,1,"$2,950 ",10/07/2022,11/20/2022,23,Miami,FL,33137,EDGEWATER LOFTS CONDO,2,2
A11261536,"$4,200 ","$3,400 ",$800 ,19.05%,964,3.53,08/24/2022,11/15/2022,83,2007,Yes,No,Yes,1,"$3,700 ",08/24/2022,11/17/2022,62,Miami,FL,33137,TWO MIDTOWN MIAMI CONDO,2,2
A11272498,"$5,000 ","$4,300 ",$700 ,14.00%,997,4.31,09/13/2022,11/09/2022,57,2014,Yes,No,Yes,1,"$4,500 ",09/13/2022,12/16/2022,59,Miami,FL,33131,Brickellhouse,2,2
A11289927,"$4,000 ","$4,000 ",$0 ,0.00%,"1,189",3.36,10/17/2022,11/08/2022,22,2007,Yes,No,Yes,1,"$4,000 ",11/04/2022,11/08/2022,17,Miami,FL,33137,MIDBLOCK MIAMI CONDO,2,2
A11271672,"$3,500 ","$3,500 ",$0 ,0.00%,"1,467",2.39,09/12/2022,11/07/2022,56,2006,Yes,No,Yes,2,"$3,500 ",09/12/2022,11/07/2022,39,Miami,FL,33156,METROPOLIS II AT DADELAND,2,2
A11260374,"$3,800 ","$3,500 ",$300 ,7.89%,"1,107",3.16,08/22/2022,11/07/2022,77,2008,Yes,No,No,1,"$3,500 ",09/30/2022,12/06/2022,67,Miami,FL,33130,THE AXIS ON BRICKELL II C,2,2
A11263630,"$4,800 ","$4,400 ",$400 ,8.33%,"1,101",4,09/06/2022,11/05/2022,60,2008,Yes,No,Yes,1,"$4,600 ",09/15/2022,11/05/2022,60,Miami,FL,33131,THE PLAZA 851 BRICKELL,2,2
A11258591,"$3,400 ","$3,250 ",$150 ,4.41%,791,4.11,08/29/2022,11/04/2022,67,2016,Yes,No,Yes,0,"$3,300 ",10/17/2022,11/04/2022,60,Miami,FL,33131,CENTRO CONDO,2,2
A11256350,"$2,900 ","$2,550 ",$350 ,12.07%,982,2.6,08/13/2022,11/04/2022,83,2007,No,No,Yes,2,"$2,600 ",08/13/2022,11/07/2022,73,Miami,FL,33128,HAVANA LOFTS CONDO,2,2
A11275059,"$4,000 ","$4,000 ",$0 ,0.00%,"1,121",3.57,09/19/2022,11/04/2022,46,2010,Yes,No,No,1,"$3,999 ",11/01/2022,11/07/2022,39,Miami,FL,33130,MINT CONDO,2,2
A11257107,"$3,950 ","$3,650 ",$300 ,7.59%,"1,065",3.43,08/17/2022,11/04/2022,79,2007,Yes,Yes,Yes,1,"$3,650 ",09/09/2022,11/15/2022,72,Miami,FL,33137,MOON BAY OF MIAMI CONDO,2,2
A11272289,"$3,900 ","$3,550 ",$350 ,8.97%,"1,135",3.13,09/18/2022,11/04/2022,47,2014,Yes,No,Yes,1,"$3,500 ",09/23/2022,11/10/2022,38,Miami,FL,33131,MyBrickell,2,2
A11271971,"$4,000 ","$3,800 ",$200 ,5.00%,910,4.18,09/16/2022,11/02/2022,47,2015,Yes,No,Yes,1,"$3,950 ",09/17/2022,11/02/2022,47,Miami,FL,33130,1100 MILLECENTO RESIDENCE,2,2
A11282790,"$3,700 ","$3,400 ",$300 ,8.11%,935,3.64,10/04/2022,11/02/2022,29,2008,Yes,Yes,No,1,"$3,550 ",11/01/2022,11/02/2022,12,Miami,FL,33130,WIND CONDO,2,2
A11291644,"$3,650 ","$3,650 ",$0 ,0.00%,910,4.01,10/20/2022,11/01/2022,12,2015,Yes,No,No,1,"$3,650 ",10/20/2022,11/11/2022,6,Miami,FL,33130,1100 MILLECENTO RESIDENCE,2,2
A11276795,"$4,000 ","$4,000 ",$0 ,0.00%,"1,100",3.64,09/22/2022,11/01/2022,40,2008,Yes,No,Yes,1,"$4,000 ",09/22/2022,11/04/2022,26,Miami,FL,33131,500 BRICKELL EAST CONDO,2,2
A11276234,"$3,000 ","$3,000 ",$0 ,0.00%,891,3.37,09/22/2022,11/01/2022,40,2005,Yes,No,No,1,"$3,000 ",10/01/2022,11/01/2022,36,Miami,FL,33130,BRICKELL VISTA CONDO,2,2
A11269392,"$4,200 ","$3,750 ",$450 ,10.71%,"1,079",3.48,09/07/2022,11/01/2022,55,2008,Yes,No,No,1,"$3,900 ",09/07/2022,11/10/2022,64,Miami,FL,33130,IVY CONDO,2,2
A11289296,"$3,600 ","$3,600 ",$0 ,0.00%,"1,227",2.93,10/17/2022,11/01/2022,15,2005,Yes,Yes,No,1,"$3,600 ",10/16/2022,11/08/2022,5,Miami,FL,33131,ONE MIAMI WEST CONDO,2,2
A11270652,"$3,650 ","$3,600 ",$50 ,1.37%,"1,048",3.44,09/09/2022,11/01/2022,53,2008,Yes,No,Yes,0,"$3,650 ",09/09/2022,11/02/2022,36,Miami,FL,33132,OPERA TOWER CONDO,2,2
A11204546,"$3,900 ","$3,400 ",$500 ,12.82%,"1,106",3.07,05/14/2022,11/01/2022,171,2008,Yes,No,No,1,"$3,600 ",05/16/2022,11/07/2022,177,Miami,FL,33130,THE AXIS ON BRICKELL COND,2,2
A11288474,"$4,100 ","$4,100 ",$0 ,0.00%,"1,107",3.7,10/17/2022,11/01/2022,15,2008,Yes,No,No,1,"$4,100 ",10/20/2022,11/07/2022,18,Miami,FL,33130,THE AXIS ON BRICKELL II C,2,2
A11238292,"$4,500 ","$3,300 ","$1,200 ",26.67%,953,3.46,07/08/2022,10/31/2022,115,2012,Yes,Yes,Yes,1,"$3,300 ",07/08/2022,10/31/2022,104,Miami,FL,33137,23 BISCAYNE BAY CONDO,2,2
A11244440,"$3,995 ","$3,700 ",$295 ,7.38%,"1,110",3.33,07/20/2022,10/31/2022,103,2006,Yes,Yes,No,1,"$3,895 ",09/01/2022,10/31/2022,96,Miami,FL,33131,BRICKELL ON THE RIVER N T,2,2
A11275623,"$3,650 ","$3,650 ",$0 ,0.00%,"1,048",3.48,09/20/2022,10/28/2022,38,2008,Yes,No,Yes,1,"$3,650 ",09/20/2022,10/28/2022,30,Miami,FL,33137,GALLERY ART CONDO,2,2
A11283825,"$4,000 ","$3,800 ",$200 ,5.00%,"1,110",3.42,10/04/2022,10/27/2022,23,2010,Yes,Yes,No,1,"$4,000 ",11/01/2022,11/23/2022,28,Miami,FL,33130,Mint Condominium,2,2
A11266482,"$3,995 ","$3,395 ",$600 ,15.02%,"1,064",3.19,09/01/2022,10/26/2022,55,2006,Yes,Yes,Yes,1,"$3,395 ",09/01/2022,10/26/2022,43,Miami,FL,33131,SOLARIS AT BRICKELL BAY C,2,2
A11233466,"$4,400 ","$3,500 ",$900 ,20.45%,964,3.63,07/06/2022,10/26/2022,112,2007,Yes,No,Yes,1,"$3,500 ",08/15/2022,10/28/2022,96,Miami,FL,33137,TWO MIDTOWN MIAMI CONDO,2,2
A11266223,"$4,250 ","$3,800 ",$450 ,10.59%,"1,099",3.46,08/31/2022,10/24/2022,54,2008,Yes,No,No,2,"$3,800 ",10/04/2022,10/26/2022,42,Miami,FL,33130,The Axis On Brickell Cond,2,2
A11257690,"$2,900 ","$2,750 ",$150 ,5.17%,990,2.78,08/16/2022,10/22/2022,67,2018,Yes,No,Yes,2,"$2,750 ",08/16/2022,10/23/2022,47,Miami,FL,33180,WEITZER AVENTURA PLACE CO,2,2
A11277553,"$3,700 ","$3,700 ",$0 ,0.00%,"1,105",3.35,09/23/2022,10/21/2022,28,2005,Yes,Yes,No,1,"$3,700 ",09/23/2022,10/24/2022,13,Miami,FL,33131,ONE MIAMI WEST CONDO,2,2
