MLS#,Original List Price,Rented Price,Price Change,Percentage Change,SF,Price/SF,List Date,Rented Date,Calculated DOM,Year Built,Pool,Waterfront,Pets Allowed,GAR,Last List Price,Available Date,Last Status Change Date,System DOM,City Name,State,Zip Code,Subdivision Name,BE,BA
A11143921,"$3,950 ","$3,900 ",$50 ,1.27%,982,3.97,01/07/2022,02/16/2022,40,2018,Yes,No,No,1,"$3,500 ",02/01/2022,02/19/2022,20,Miami,FL,33137,Hyde Midtown,2,2
A11142275,"$3,750 ","$3,750 ",$0 ,0.00%,"1,107",3.39,01/03/2022,02/16/2022,44,2008,Yes,No,Yes,2,"$3,750 ",01/17/2022,03/10/2022,18,Miami,FL,33130,THE AXIS ON BRICKELL II C,2,2
A11149797,"$4,500 ","$4,500 ",$0 ,0.00%,"1,195",3.77,01/20/2022,02/15/2022,26,2015,Yes,No,Yes,1,"$4,500 ",01/28/2022,03/10/2022,6,Miami,FL,33130,1100 MILLECENTO RESIDENCE,2,2
A11133515,"$3,000 ","$2,800 ",$200 ,6.67%,"1,219",2.3,12/07/2021,02/15/2022,70,2007,Yes,No,Yes,0,"$2,800 ",12/07/2021,02/15/2022,51,Miami,FL,33156,DOWNTOWN DADELAND CONDO N,2,2
A11122934,"$4,500 ","$4,300 ",$200 ,4.44%,"1,208",3.56,11/09/2021,02/15/2022,98,2008,Yes,Yes,Yes,2,"$4,300 ",11/09/2021,02/15/2022,92,Miami,FL,33132,MARINABLUE CONDO,2,2
A11138009,"$4,250 ","$3,900 ",$350 ,8.24%,"1,384",2.82,12/10/2021,02/15/2022,67,2015,Yes,No,No,1,"$4,250 ",12/18/2021,02/18/2022,47,Miami,FL,33130,NINE AT MARY BRICKELL VIL,2,2
A11139286,"$4,000 ","$4,000 ",$0 ,0.00%,"1,178",3.4,12/22/2021,02/15/2022,55,2005,Yes,Yes,Yes,2,"$4,000 ",02/01/2022,02/17/2022,57,Miami,FL,33131,ONE MIAMI EAST CONDO,2,2
F10313728,"$3,950 ","$3,750 ",$200 ,5.06%,942,3.98,01/07/2022,02/15/2022,39,2006,Yes,No,No,1,"$3,750 ",02/01/2022,03/22/2022,29,Miami,FL,33131,The Sail Condo,2,2
A11146656,"$3,150 ","$3,650 ",($500),-15.87%,791,4.61,01/13/2022,02/14/2022,32,2016,Yes,No,No,0,"$3,650 ",02/02/2022,02/16/2022,18,Miami,FL,33131,CENTRO CONDO,2,2
A11123495,"$3,600 ","$3,600 ",$0 ,0.00%,"1,107",3.25,11/10/2021,02/14/2022,96,2018,Yes,Yes,Yes,1,"$3,600 ",12/31/2021,02/14/2022,74,Miami,FL,33160,THE HARBOUR,2,2
A11151530,"$3,900 ","$3,900 ",$0 ,0.00%,"1,208",3.23,01/25/2022,02/11/2022,17,2008,No,No,Yes,1,"$3,900 ",02/01/2022,02/15/2022,3,Miami,FL,33132,MARINABLUE CONDO,2,2
A11146395,"$3,900 ","$3,800 ",$100 ,2.56%,"1,195",3.18,01/13/2022,02/10/2022,28,2015,Yes,No,Yes,0,"$3,900 ",02/05/2022,02/14/2022,11,Miami,FL,33130,1100 MILLECENTO,2,2
A11135638,"$4,400 ","$4,400 ",$0 ,0.00%,"1,222",3.6,12/13/2021,02/10/2022,59,2007,Yes,Yes,No,1,"$4,400 ",12/20/2021,02/16/2022,65,Miami,FL,33132,1800 CLUB CONDO,2,2
A11143585,"$4,200 ","$4,200 ",$0 ,0.00%,"1,226",3.43,01/06/2022,02/09/2022,34,2016,Yes,Yes,Yes,1,"$4,200 ",01/06/2022,02/16/2022,41,Miami,FL,33137,THE CRIMSON CONDO,2,2
A11128130,"$4,400 ","$4,250 ",$150 ,3.41%,868,4.9,11/29/2021,02/07/2022,70,2016,Yes,No,Yes,1,"$4,400 ",01/05/2022,02/08/2022,50,Miami,FL,33130,1300 S MIAMI AVENUE CONDO,2,2
A11144895,"$3,790 ","$4,200 ",($410),-10.82%,938,4.48,01/10/2022,02/07/2022,28,2016,Yes,No,Yes,2,"$3,790 ",02/07/2022,02/15/2022,4,Miami,FL,33129,Cassa Brickell Condo,2,2
A11141967,"$4,500 ","$4,500 ",$0 ,0.00%,"1,165",3.86,01/03/2022,02/04/2022,32,2015,Yes,No,Yes,1,"$4,500 ",01/03/2022,02/08/2022,32,Miami,FL,33130,1100 MILLECENTO RESIDENCE,2,2
A11147285,"$2,300 ","$2,600 ",($300),-13.04%,893,2.91,01/15/2022,02/04/2022,20,2005,Yes,No,Yes,2,"$2,300 ",01/15/2022,02/05/2022,3,Miami,FL,33130,BRICKELL VISTA CONDO,2,2
A11142071,"$4,500 ","$4,400 ",$100 ,2.22%,"1,322",3.33,01/12/2022,02/01/2022,20,2007,No,No,No,1,"$4,500 ",01/12/2022,02/10/2022,29,Miami,FL,33132,50 BISCAYNE CONDO,2,2
A11126896,"$4,500 ","$4,500 ",$0 ,0.00%,"1,357",3.32,11/18/2021,02/01/2022,75,2007,Yes,Yes,No,1,"$4,500 ",01/04/2022,02/01/2022,6,Miami,FL,33132,50 BISCAYNE CONDO,2,2
A11138773,"$4,500 ","$4,500 ",$0 ,0.00%,"1,012",4.45,12/21/2021,02/01/2022,42,2014,Yes,No,No,1,"$4,500 ",12/21/2022,02/14/2022,55,Miami,FL,33131,BRICKELLHOUSE CONDO,2,2
A11140406,"$3,700 ","$3,850 ",($150),-4.05%,"1,256",3.07,12/28/2021,02/01/2022,35,2018,Yes,No,Yes,1,"$3,700 ",01/01/2022,02/23/2022,27,Miami,FL,22137,HYDE MIDTOWN,2,2
A11127244,"$3,999 ","$4,000 ",($1),-0.03%,986,4.06,11/19/2021,02/01/2022,74,2008,Yes,No,Yes,1,"$3,999 ",01/18/2022,02/03/2022,60,Miami,FL,33131,THE PLAZA 851 BRICKELL CO,2,2
A11142944,"$3,850 ","$3,850 ",$0 ,0.00%,"1,157",3.33,01/05/2022,01/31/2022,26,2006,Yes,Yes,No,1,"$3,850 ",02/01/2022,01/31/2022,5,Miami,FL,33131,BRICKELL ON THE RIVER N T,2,2
F10313268,"$3,750 ","$3,750 ",$0 ,0.00%,"1,058",3.54,01/04/2022,01/31/2022,27,2008,Yes,No,No,1,"$3,750 ",02/01/2022,03/21/2022,7,Miami,FL,33132,Vizcayne South Condo,2,2
A11133575,"$4,500 ","$4,000 ",$500 ,11.11%,"1,250",3.2,12/07/2021,01/26/2022,50,2010,Yes,Yes,Yes,1,"$4,400 ",02/15/2022,01/26/2022,31,Miami,FL,33130,MINT CONDOMINIUM,2,2
A11138617,"$4,200 ","$4,100 ",$100 ,2.38%,"1,111",3.69,12/20/2021,01/25/2022,36,2008,No,No,Yes,1,"$4,200 ",01/10/2022,01/26/2022,37,Miami,FL,33131,500 BRICKELL WEST CONDO,2,2
A11134702,"$3,900 ","$3,900 ",$0 ,0.00%,"1,110",3.51,12/09/2021,01/25/2022,47,2006,Yes,No,No,1,"$3,900 ",12/09/2021,01/25/2022,34,Miami,FL,33131,BRICKELL ON THE RIVER N T,2,2
A11141879,"$3,300 ","$3,300 ",$0 ,0.00%,"1,013",3.26,01/04/2022,01/25/2022,21,2008,Yes,No,No,1,"$3,300 ",01/20/2022,01/25/2022,2,Miami,FL,33130,THE AXIS ON BRICKELL COND,2,2
A11139430,"$3,000 ","$3,000 ",$0 ,0.00%,992,3.02,12/22/2021,01/24/2022,33,2005,Yes,No,No,2,"$3,000 ",01/01/2022,01/24/2022,4,Miami,FL,33145,KEYSTONE VILLAS CONDO,2,2
A11136054,"$4,100 ","$3,800 ",$300 ,7.32%,"1,200",3.17,12/13/2021,01/22/2022,40,2008,Yes,No,No,1,"$3,800 ",01/15/2022,01/22/2022,40,Miami,FL,33131,500 BRICKELL WEST CONDO,2,2
A11132915,"$4,000 ","$4,200 ",($200),-5.00%,"1,181",3.56,12/06/2021,01/21/2022,46,2008,Yes,No,No,1,"$4,000 ",01/17/2022,01/26/2022,37,Miami,FL,33137,FOUR MIDTOWN MIAMI CONDO,2,2
A11137581,"$4,200 ","$4,000 ",$200 ,4.76%,910,4.4,12/16/2021,01/19/2022,34,2015,No,No,Yes,1,"$4,000 ",12/18/2021,01/28/2022,27,Miami,FL,33130,1100 MILLECENTO RESIDENCE,2,2
A11137780,"$3,800 ","$3,300 ",$500 ,13.16%,"1,203",2.74,12/17/2021,01/17/2022,31,2008,Yes,No,Yes,1,"$3,400 ",12/29/2021,01/18/2022,19,Miami,FL,33132,VIZCAYNE SOUTH CONDO,2,2
A11131803,"$4,300 ","$4,000 ",$300 ,6.98%,"1,262",3.17,12/02/2021,01/15/2022,44,2008,Yes,No,Yes,1,"$4,300 ",12/09/2021,01/17/2022,39,Miami,FL,33137,FOUR MIDTOWN MIAMI CONDO,2,2
A11128171,"$4,500 ","$4,400 ",$100 ,2.22%,"1,104",3.99,11/22/2021,01/15/2022,54,2015,Yes,Yes,Yes,1,"$4,500 ",11/29/2021,01/20/2022,26,Miami,FL,33137,Iconbay,2,2
A11137087,"$3,900 ","$3,900 ",$0 ,0.00%,"1,104",3.53,12/15/2021,01/15/2022,31,2008,Yes,No,No,2,"$3,900 ",12/15/2021,01/15/2022,31,Miami,FL,33130,THE AXIS ON BRICKELL II C,2,2
A11136992,"$4,250 ","$4,250 ",$0 ,0.00%,997,4.26,12/15/2021,01/14/2022,30,2014,Yes,Yes,No,1,"$4,250 ",01/01/2022,01/18/2022,26,Miami,FL,33131,BRICKELLHOUSE CONDO,2,2
A11135744,"$3,800 ","$3,850 ",($50),-1.32%,"1,142",3.37,12/13/2021,01/14/2022,32,2008,Yes,No,Yes,1,"$3,800 ",12/13/2021,01/14/2022,1,Miami,FL,33137,FOUR MIDTOWN MIAMI CONDO,2,2
A11138530,"$3,100 ","$3,100 ",$0 ,0.00%,"1,202",2.58,12/20/2021,01/11/2022,22,2007,Yes,No,No,1,"$3,100 ",01/02/2022,01/11/2022,8,Miami,FL,33145,THE LUXOR RESIDENCES COND,2,2
A11133946,"$3,500 ","$3,600 ",($100),-2.86%,"1,075",3.35,12/08/2021,01/10/2022,33,2008,Yes,Yes,No,1,"$3,500 ",01/07/2022,01/18/2022,7,Miami,FL,33130,WIND CONDO,2,2
A11137415,"$3,400 ","$3,700 ",($300),-8.82%,920,4.02,12/16/2021,01/08/2022,23,2008,Yes,No,No,1,"$3,400 ",12/24/2021,01/12/2022,10,Miami,FL,33130,Wind Condo,2,2
A11142622,"$3,250 ","$3,250 ",$0 ,0.00%,953,3.41,01/05/2022,01/07/2022,2,2012,Yes,Yes,No,1,"$3,250 ",01/06/2022,01/09/2022,2,Miami,FL,33137,23 BISCAYNE BAY CONDO,2,2
A11109022,"$4,500 ","$4,500 ",$0 ,0.00%,924,4.87,10/13/2021,01/06/2022,85,2017,Yes,No,No,1,"$4,500 ",12/10/2021,01/20/2022,54,Miami,FL,33130,BRICKELL HEIGHTS EAST CON,2,2
A11129640,"$4,000 ","$3,500 ",$500 ,12.50%,"1,105",3.17,11/28/2021,01/06/2022,39,2005,Yes,Yes,No,1,"$4,000 ",12/07/2021,01/17/2022,50,Miami,FL,33131,ONE MIAMI WEST CONDO,2,2
A11112548,"$4,150 ","$3,900 ",$250 ,6.02%,999,3.9,10/15/2021,01/05/2022,82,2015,Yes,No,No,1,"$4,000 ",10/25/2021,01/10/2022,50,Miami,FL,33137,4250 BISCAYNE BOULEVARD C,2,2
A11128844,"$3,600 ","$3,550 ",$50 ,1.39%,"1,106",3.21,11/24/2021,01/05/2022,42,2008,No,No,No,1,"$3,600 ",12/15/2021,01/06/2022,13,Miami,FL,33130,THE AXIS ON BRICKELL II C,2,2
A11114962,"$3,900 ","$3,900 ",$0 ,0.00%,"1,256",3.11,10/18/2021,01/03/2022,77,2007,Yes,Yes,No,1,"$3,900 ",10/18/2021,01/12/2022,52,Miami,FL,33132,50 BISCAYNE CONDO,2,2
A11119849,"$3,500 ","$3,500 ",$0 ,0.00%,995,3.52,11/02/2021,01/03/2022,62,2008,Yes,No,Yes,1,"$3,500 ",12/27/2021,01/05/2022,15,Miami,FL,33131,Met 1,2,2
A11134101,"$2,700 ","$2,800 ",($100),-3.70%,764,3.66,12/08/2021,01/03/2022,26,2007,No,No,No,0,"$2,700 ",01/03/2022,01/10/2022,5,Miami,FL,33130,PARKVIEW AT BRICKELL COND,2,2
A11129646,"$4,500 ","$4,500 ",$0 ,0.00%,"1,500",3,11/30/2021,01/01/2022,32,2009,Yes,No,Yes,1,"$4,500 ",11/30/2021,01/09/2022,3,Miami,FL,33131,ICON BRICKELL NO TWO,2,2
A11112359,"$2,550 ","$2,550 ",$0 ,0.00%,"1,079",2.36,10/15/2021,01/01/2022,78,2007,Yes,No,Yes,2,"$2,550 ",01/01/2022,01/24/2022,12,Miami,FL,33156,TOSCANO CONDO,2,2
A11122007,"$4,700 ","$4,500 ",$200 ,4.26%,"1,227",3.67,11/07/2021,12/31/2021,54,2015,Yes,Yes,Yes,1,"$4,700 ",12/15/2021,01/03/2022,57,Miami,FL,33130,NINE AT MARY BRICKELL VIL,2,2
A11126784,"$3,250 ","$3,350 ",($100),-3.08%,"1,068",3.14,11/18/2021,12/30/2021,42,2008,Yes,No,Yes,1,"$3,250 ",12/06/2021,12/31/2021,18,Miami,FL,33137,GALLERY ART CONDO,2,2
A11138344,"$3,100 ","$3,100 ",$0 ,0.00%,"1,048",2.96,12/20/2021,12/30/2021,10,2008,Yes,No,Yes,1,"$3,100 ",12/20/2021,12/31/2021,,Miami,FL,33137,GALLERY ART CONDO,2,2
A11117394,"$2,200 ","$2,600 ",($400),-18.18%,888,2.93,10/22/2021,12/30/2021,69,2010,Yes,No,Yes,1,"$2,400 ",12/15/2021,01/12/2022,12,Miami,FL,33125,Terrazas Riverpark Villag,2,2
A11124176,"$4,700 ","$4,400 ",$300 ,6.38%,970,4.54,11/12/2021,12/29/2021,47,2017,Yes,No,No,1,"$4,400 ",12/15/2021,01/12/2022,33,Miami,FL,33131,1010 BRICKELL CONDO,2,2
A11124525,"$3,400 ","$3,775 ",($375),-11.03%,"1,051",3.59,11/15/2021,12/29/2021,44,2006,Yes,Yes,No,1,"$3,775 ",12/01/2021,12/29/2021,23,Miami,FL,33131,BRICKELL ON THE RIVER N T,2,2
A11125023,"$3,500 ","$3,500 ",$0 ,0.00%,"1,038",3.37,11/15/2021,12/24/2021,39,2016,Yes,No,Yes,0,"$3,500 ",11/15/2021,01/04/2022,24,Miami,FL,33129,CASSA BRICKELL,2,2
A11129898,"$4,200 ","$3,900 ",$300 ,7.14%,"1,267",3.08,12/01/2021,12/23/2021,22,2006,Yes,Yes,No,1,"$4,200 ",12/15/2021,12/23/2021,8,Miami,FL,33131,BRICKELL ON THE RIVER S T,2,2
A11125911,"$3,600 ","$3,000 ",$600 ,16.67%,"1,242",2.42,11/16/2021,12/20/2021,34,2007,No,No,No,1,"$3,000 ",11/16/2021,01/04/2022,49,Miami,FL,33156,DOWNTOWN DADELAND CONDO N,2,2
A11111315,"$5,500 ","$4,500 ","$1,000 ",18.18%,"1,167",3.86,10/13/2021,12/20/2021,68,2008,Yes,Yes,Yes,1,"$5,500 ",12/15/2021,12/20/2021,40,Miami,FL,33131,ICONBRICKELL CONDO NO 1,2,2
A11107407,"$4,500 ","$3,900 ",$600 ,13.33%,986,3.96,10/05/2021,12/20/2021,76,2008,Yes,No,No,1,"$4,000 ",09/29/2021,12/20/2021,62,Miami,FL,33131,THE PLAZA 851 BRICKELL CO,2,2
A11128558,"$2,900 ","$2,800 ",$100 ,3.45%,"1,145",2.45,11/23/2021,12/19/2021,26,2008,Yes,No,No,1,"$2,800 ",11/23/2021,12/19/2021,26,Miami,FL,33143,COLONNADE AT DADELAND SW,2,2
A11098053,"$3,800 ","$3,550 ",$250 ,6.58%,"1,145",3.1,09/13/2021,12/18/2021,96,2006,Yes,Yes,No,1,"$3,700 ",09/13/2021,12/18/2021,95,Miami,FL,33131,SOLARIS AT BRICKELL BAY C,2,2
A11124581,"$3,350 ","$3,400 ",($50),-1.49%,"1,014",3.35,11/18/2021,12/17/2021,29,2008,Yes,Yes,No,1,"$3,400 ",12/20/2021,12/27/2021,5,Miami,FL,33131,MET 1,2,2
A11119838,"$2,000 ","$2,500 ",($500),-25.00%,773,3.23,11/02/2021,12/16/2021,44,2008,Yes,No,Yes,1,"$2,200 ",11/10/2021,12/21/2021,4,Miami,FL,33173,EDGEWATER LOFTS,2,2
A11125675,"$4,000 ","$4,500 ",($500),-12.50%,"1,262",3.57,11/16/2021,12/15/2021,29,2008,Yes,No,Yes,2,"$4,000 ",12/01/2021,12/15/2021,29,Miami,FL,33137,FOUR MIDTOWN MIAMI CONDO,2,2
A11128773,"$4,000 ","$4,050 ",($50),-1.25%,"1,180",3.43,11/24/2021,12/15/2021,21,2007,Yes,No,Yes,1,"$4,000 ",11/24/2021,01/07/2022,7,Miami,FL,33132,QUANTUM ON THE BAY CONDO,2,2
A11129329,"$4,000 ","$4,000 ",$0 ,0.00%,"1,169",3.42,11/26/2021,12/13/2021,17,2005,Yes,Yes,Yes,1,"$4,000 ",11/26/2021,12/13/2021,17,Miami,FL,33131,ONE MIAMI EAST CONDO,2,2
A11122398,"$3,800 ","$3,500 ",$300 ,7.89%,"1,106",3.16,11/08/2021,12/13/2021,35,2008,Yes,No,Yes,1,"$3,800 ",11/20/2021,12/13/2021,15,Miami,FL,33130,THE AXIS ON BRICKELL II C,2,2
A11106205,"$4,500 ","$4,400 ",$100 ,2.22%,"1,167",3.77,10/02/2021,12/10/2021,69,2015,Yes,No,Yes,1,"$4,500 ",11/30/2021,12/13/2021,72,Miami,FL,33130,1100 MILLECENTO RESIDENCE,2,2
A11105966,"$3,450 ","$3,450 ",$0 ,0.00%,"1,104",3.13,10/01/2021,12/10/2021,70,2008,Yes,No,Yes,1,"$3,450 ",10/01/2021,12/10/2021,70,Miami,FL,33130,THE AXIS ON BRICKELL II C,2,2
A11127689,"$3,600 ","$3,600 ",$0 ,0.00%,835,4.31,11/21/2021,12/08/2021,17,2018,Yes,No,Yes,1,"$3,600 ",11/21/2021,01/07/2022,8,Miami,FL,33137,3401 MIDTOWN CONDO,2,2
A11122387,"$4,200 ","$4,200 ",$0 ,0.00%,"1,167",3.6,11/08/2021,12/06/2021,28,2015,Yes,No,No,1,"$4,200 ",11/15/2021,12/07/2021,4,Miami,FL,33130,1100 MILLECENTO RESIDENCE,2,2
A11116166,"$3,100 ","$3,100 ",$0 ,0.00%,"1,013",3.06,10/25/2021,12/06/2021,42,2008,Yes,No,No,1,"$3,100 ",12/07/2021,12/06/2021,2,Miami,FL,33130,THE AXIS ON BRICKELL II C,2,2
A11100680,"$3,400 ","$3,350 ",$50 ,1.47%,"1,255",2.67,09/20/2021,12/05/2021,76,2006,Yes,Yes,No,1,"$3,400 ",09/20/2021,12/15/2021,48,Miami,FL,33130,NEO VERTIKA CONDO,2,2
A11106615,"$4,500 ","$4,500 ",$0 ,0.00%,"1,143",3.94,10/04/2021,12/04/2021,61,2015,Yes,Yes,Yes,1,"$4,500 ",11/01/2021,12/10/2021,57,Miami,FL,33137,ICON BAY CONDO,2,2
A11127141,"$3,900 ","$4,400 ",($500),-12.82%,"1,123",3.92,11/19/2021,12/01/2021,12,2008,No,No,Yes,1,"$3,900 ",11/19/2021,12/28/2021,3,Miami,FL,33131,500 BRICKELL,2,2
A11121976,"$3,600 ","$3,600 ",$0 ,0.00%,"1,055",3.41,11/07/2021,12/01/2021,24,2018,Yes,No,No,2,"$3,600 ",11/07/2021,01/19/2022,9,Miami,FL,33132,CANVAS CONDO,2,2
A11110014,"$4,000 ","$3,800 ",$200 ,5.00%,"1,101",3.45,10/04/2021,12/01/2021,58,2018,Yes,No,Yes,1,"$4,000 ",11/01/2021,12/02/2021,45,Miami,FL,33137,Hyde Midtown,2,2
A11083102,"$2,500 ","$2,750 ",($250),-10.00%,"1,065",2.58,08/10/2021,12/01/2021,113,2007,No,No,Yes,1,"$2,700 ",08/12/2021,12/29/2021,11,Miami,FL,33137,MOON BAY OF MIAMI CONDO,2,2
A11112006,"$3,500 ","$3,500 ",$0 ,0.00%,"1,145",3.06,10/14/2021,12/01/2021,48,2005,No,Yes,Yes,1,"$3,500 ",12/01/2021,12/02/2021,5,Miami,FL,33131,ONE MIAMI WEST CONDO,2,2
A11111625,"$3,900 ","$3,600 ",$300 ,7.69%,"1,048",3.44,10/14/2021,12/01/2021,48,2008,Yes,Yes,Yes,1,"$3,600 ",10/14/2021,12/01/2021,40,Miami,FL,33132,OPERA TOWER CONDO,2,2
A11109194,"$3,800 ","$3,400 ",$400 ,10.53%,"1,048",3.24,10/08/2021,12/01/2021,54,2008,Yes,Yes,No,1,"$3,400 ",12/01/2021,12/03/2021,38,Miami,FL,33130,WIND CONDO,2,2
A11109876,"$3,500 ","$3,500 ",$0 ,0.00%,"1,012",3.46,10/11/2021,11/30/2021,50,2008,Yes,No,No,1,"$3,500 ",10/11/2021,11/30/2021,37,Miami,FL,33130,THE AXIS ON BRICKELL II,2,2
F10302476,"$2,600 ","$2,850 ",($250),-9.62%,963,2.96,09/30/2021,11/30/2021,61,2005,Yes,No,Yes,1,"$2,850 ",10/01/2021,02/22/2022,3,Miami,FL,33137,The Yorker Condominium,2,2
A11119785,"$3,600 ","$3,500 ",$100 ,2.78%,"1,144",3.06,11/02/2021,11/29/2021,27,2007,Yes,No,No,1,"$3,600 ",11/02/2021,11/29/2021,17,Miami,FL,33132,1800 CLUB CONDO,2,2
A11115293,"$3,750 ","$3,750 ",$0 ,0.00%,"1,117",3.36,10/22/2021,11/24/2021,33,2006,Yes,Yes,Yes,1,"$3,750 ",10/25/2021,11/29/2021,38,Miami,FL,33131,BRICKELL ON THE RIVER N T,2,2
A11128499,"$3,800 ","$3,900 ",($100),-2.63%,"1,110",3.51,11/20/2021,11/24/2021,4,2010,Yes,Yes,No,1,"$3,800 ",12/01/2021,11/26/2021,6,Miami,FL,33130,MINT CONDO,2,2
A11120459,"$4,000 ","$4,000 ",$0 ,0.00%,"1,170",3.42,11/03/2021,11/24/2021,21,2016,Yes,Yes,Yes,1,"$4,000 ",11/03/2021,12/07/2021,17,Miami,FL,33137,THE CRIMSON CONDOMINIUM,2,2
R10750104,"$4,500 ","$4,500 ",$0 ,0.00%,"1,222",3.68,10/05/2021,11/23/2021,49,2007,No,Yes,,2,"$4,500 ",10/05/2021,12/02/2021,20,Miami,FL,33132,1800 CLUB CONDO,2,2
A11110728,"$3,800 ","$3,800 ",$0 ,0.00%,"1,307",2.91,10/12/2021,11/22/2021,41,2007,Yes,Yes,No,1,"$3,800 ",11/15/2021,11/23/2021,28,Miami,FL,33132,1800 CLUB CONDO,2,2
A11128052,"$3,700 ","$3,700 ",$0 ,0.00%,"1,120",3.3,11/22/2021,11/22/2021,0,2008,No,No,No,1,"$3,700 ",01/01/2022,11/22/2021,,Miami,FL,33131,THE PLAZA 901 BRICKELL CO,2,2
A11102784,"$2,400 ","$2,600 ",($200),-8.33%,"1,425",1.82,09/23/2021,11/19/2021,57,2007,No,No,No,0,"$2,400 ",10/01/2021,11/29/2021,34,Miami,FL,33125,ALTOS DE MIAMI CONDO,2,2
A11105744,"$4,000 ","$4,000 ",$0 ,0.00%,"1,096",3.65,10/01/2021,11/19/2021,49,2015,Yes,No,Yes,1,"$4,000 ",11/22/2021,11/24/2021,29,Miami,FL,33130,NINE AT MARY BRICKELL VIL,2,2
A11104582,"$2,400 ","$2,600 ",($200),-8.33%,"1,425",1.82,09/21/2021,11/17/2021,57,2007,No,No,No,1,"$2,400 ",10/01/2021,11/19/2021,,Miami,FL,33125,ALTOS DE MIAMI CONDO,2,2
A11107989,"$4,000 ","$3,800 ",$200 ,5.00%,"1,142",3.33,10/08/2021,11/17/2021,40,2008,Yes,No,Yes,1,"$3,800 ",10/18/2021,11/18/2021,38,Miami,FL,33137,FOUR MIDTOWN MIAMI CONDO,2,2
A11115771,"$4,400 ","$4,400 ",$0 ,0.00%,"1,053",4.18,10/24/2021,11/15/2021,22,2017,Yes,No,No,1,"$4,400 ",10/24/2021,11/16/2021,8,Miami,FL,33130,BRICKELL HEIGHTS WEST CON,2,2
A11112268,"$3,800 ","$4,000 ",($200),-5.26%,"1,117",3.58,10/15/2021,11/15/2021,31,2006,Yes,No,Yes,1,"$3,800 ",10/15/2021,11/19/2021,35,Miami,FL,33131,BRICKELL ON THE RIVER N T,2,2
A11102893,"$4,000 ","$3,900 ",$100 ,2.50%,"1,441",2.71,09/24/2021,11/15/2021,52,2006,Yes,Yes,Yes,1,"$4,000 ",10/01/2021,11/15/2021,39,Miami,FL,33131,BRICKELL ON THE RIVER S T,2,2
A11112847,"$2,900 ","$2,900 ",$0 ,0.00%,791,3.67,10/18/2021,11/15/2021,28,2016,Yes,No,Yes,0,"$2,900 ",11/15/2021,11/29/2021,31,Miami,FL,33131,CENTRO CONDO,2,2
A11080837,"$4,100 ","$4,400 ",($300),-7.32%,"1,096",4.01,08/05/2021,11/15/2021,102,2018,Yes,No,Yes,1,"$4,400 ",09/01/2021,11/17/2021,48,Miami,FL,33137,HYDE MIDTOWN,2,2
A11099049,"$4,500 ","$4,500 ",$0 ,0.00%,"1,091",4.12,09/20/2021,11/15/2021,56,2008,Yes,Yes,Yes,1,"$4,500 ",11/15/2021,11/16/2021,10,Miami,FL,33131,Met 1,2,2
A11087871,"$3,500 ","$3,400 ",$100 ,2.86%,"1,086",3.13,08/01/2021,11/15/2021,106,2014,Yes,No,No,1,"$3,500 ",08/01/2021,11/22/2021,55,Miami,FL,33131,MYBRICKELL CONDO,2,2
A11109411,"$4,500 ","$4,400 ",$100 ,2.22%,"1,113",3.95,10/08/2021,11/15/2021,38,2008,Yes,No,No,1,"$4,500 ",11/01/2021,12/01/2021,19,Miami,FL,33131,THE PLAZA 901 BRICKELL CO,2,2
A11123256,"$3,500 ","$3,800 ",($300),-8.57%,"1,120",3.39,11/10/2021,11/15/2021,5,2008,Yes,Yes,Yes,1,"$3,500 ",01/01/2022,11/15/2021,5,Miami,FL,33131,THE PLAZA 901 BRICKELL CO,2,2
A11100797,"$3,200 ","$3,250 ",($50),-1.56%,"1,347",2.41,09/20/2021,11/12/2021,53,2008,Yes,Yes,Yes,1,"$3,200 ",11/10/2021,11/30/2021,35,Miami,FL,33143,COLONNADE AT DADELAND SW,2,2
A11117531,"$3,800 ","$3,700 ",$100 ,2.63%,"1,120",3.3,10/28/2021,11/12/2021,15,2008,Yes,No,No,1,"$3,800 ",10/29/2021,11/16/2021,11,Miami,FL,33131,THE PLAZA 901 BRICKELL CO,2,2
A11113053,"$3,300 ","$3,300 ",$0 ,0.00%,"1,289",2.56,10/19/2021,11/11/2021,23,2006,No,No,Yes,1,"$3,300 ",10/18/2021,11/11/2021,6,Miami,FL,33131,BRICKELL ON THE RIVER S T,2,2
A11108180,"$3,500 ","$3,500 ",$0 ,0.00%,942,3.72,10/06/2021,11/11/2021,36,2006,Yes,No,No,1,"$3,500 ",10/06/2021,11/16/2021,8,Miami,FL,33131,THE SAIL CONDO,2,2
A11111559,"$3,350 ","$3,400 ",($50),-1.49%,"1,030",3.3,10/13/2021,11/11/2021,29,2008,Yes,No,No,1,"$3,350 ",11/14/2021,11/18/2021,22,Miami,FL,33130,WIND CONDO,2,2
A11121016,"$4,200 ","$4,200 ",$0 ,0.00%,"1,274",3.3,11/04/2021,11/10/2021,6,2015,Yes,No,No,2,"$4,200 ",11/05/2021,11/22/2021,18,Miami,FL,33130,NINE AT MARY BRICKELL VIL,2,2
A11109296,"$3,000 ","$2,900 ",$100 ,3.33%,953,3.04,10/08/2021,11/08/2021,31,2012,Yes,Yes,No,1,"$3,000 ",10/08/2021,11/09/2021,10,Miami,FL,33137,23 BISCAYNE BAY CONDO,2,2
